Day,Date,Phase,Cumulative_Cases,Daily_Cases,Active_Cases,Deaths_Today,Cumulative_Deaths,Effective_R
1149,2030-01-15 + 1149 days,Recovery Phase,0,0,0,0,19648,0.05
1150,2030-01-15 + 1150 days,Recovery Phase,0,0,0,0,19648,0.05
1151,2030-01-15 + 1151 days,Recovery Phase,0,0,0,0,19648,0.05
1152,2030-01-15 + 1152 days,Recovery Phase,0,0,0,0,19648,0.05
1153,2030-01-15 + 1153 days,Recovery Phase,0,0,0,0,19648,0.05
1154,2030-01-15 + 1154 days,Recovery Phase,0,0,0,0,19648,0.05
1155,2030-01-15 + 1155 days,Recovery Phase,0,0,0,0,19648,0.05
1156,2030-01-15 + 1156 days,Recovery Phase,0,0,0,0,19648,0.05
1157,2030-01-15 + 1157 days,Recovery Phase,0,0,0,0,19648,0.05
1158,2030-01-15 + 1158 days,Recovery Phase,0,0,0,0,19648,0.05
1159,2030-01-15 + 1159 days,Recovery Phase,0,0,0,0,19648,0.05
1160,2030-01-15 + 1160 days,Recovery Phase,0,0,0,0,19648,0.05
1161,2030-01-15 + 1161 days,Recovery Phase,0,0,0,0,19648,0.05
1162,2030-01-15 + 1162 days,Recovery Phase,0,0,0,0,19648,0.05
1163,2030-01-15 + 1163 days,Recovery Phase,0,0,0,0,19648,0.05
1164,2030-01-15 + 1164 days,Recovery Phase,0,0,0,0,19648,0.05
1165,2030-01-15 + 1165 days,Recovery Phase,0,0,0,0,19648,0.05
1166,2030-01-15 + 1166 days,Recovery Phase,0,0,0,0,19648,0.05
1167,2030-01-15 + 1167 days,Recovery Phase,0,0,0,0,19648,0.05
1168,2030-01-15 + 1168 days,Recovery Phase,0,0,0,0,19648,0.05
1169,2030-01-15 + 1169 days,Recovery Phase,0,0,0,0,19648,0.05
1170,2030-01-15 + 1170 days,Recovery Phase,0,0,0,0,19648,0.05
1171,2030-01-15 + 1171 days,Recovery Phase,0,0,0,0,19648,0.05
1172,2030-01-15 + 1172 days,Recovery Phase,0,0,0,0,19648,0.05
1173,2030-01-15 + 1173 days,Recovery Phase,0,0,0,0,19648,0.05
1174,2030-01-15 + 1174 days,Recovery Phase,0,0,0,0,19648,0.05
1175,2030-01-15 + 1175 days,Recovery Phase,0,0,0,0,19648,0.05
1176,2030-01-15 + 1176 days,Recovery Phase,0,0,0,0,19648,0.05
1177,2030-01-15 + 1177 days,Recovery Phase,0,0,0,0,19648,0.05
1178,2030-01-15 + 1178 days,Recovery Phase,0,0,0,0,19648,0.05
1179,2030-01-15 + 1179 days,Recovery Phase,0,0,0,0,19648,0.05
1180,2030-01-15 + 1180 days,Recovery Phase,0,0,0,0,19648,0.05
1181,2030-01-15 + 1181 days,Recovery Phase,0,0,0,0,19648,0.05
1182,2030-01-15 + 1182 days,Recovery Phase,0,0,0,0,19648,0.05
1183,2030-01-15 + 1183 days,Recovery Phase,0,0,0,0,19648,0.05
1184,2030-01-15 + 1184 days,Recovery Phase,0,0,0,0,19648,0.05
1185,2030-01-15 + 1185 days,Recovery Phase,0,0,0,0,19648,0.05
1186,2030-01-15 + 1186 days,Recovery Phase,0,0,0,0,19648,0.05
1187,2030-01-15 + 1187 days,Recovery Phase,0,0,0,0,19648,0.05
1188,2030-01-15 + 1188 days,Recovery Phase,0,0,0,0,19648,0.05
1189,2030-01-15 + 1189 days,Recovery Phase,0,0,0,0,19648,0.05
1190,2030-01-15 + 1190 days,Recovery Phase,0,0,0,0,19648,0.05
1191,2030-01-15 + 1191 days,Recovery Phase,0,0,0,0,19648,0.05
1192,2030-01-15 + 1192 days,Recovery Phase,0,0,0,0,19648,0.05
1193,2030-01-15 + 1193 days,Recovery Phase,0,0,0,0,19648,0.05
1194,2030-01-15 + 1194 days,Recovery Phase,0,0,0,0,19648,0.05
1195,2030-01-15 + 1195 days,Recovery Phase,0,0,0,0,19648,0.05
1196,2030-01-15 + 1196 days,Recovery Phase,0,0,0,0,19648,0.05
1197,2030-01-15 + 1197 days,Recovery Phase,0,0,0,0,19648,0.05
1198,2030-01-15 + 1198 days,Recovery Phase,0,0,0,0,19648,0.05
1199,2030-01-15 + 1199 days,Recovery Phase,0,0,0,0,19648,0.05
1200,2030-01-15 + 1200 days,Recovery Phase,0,0,0,0,19648,0.05
1201,2030-01-15 + 1201 days,Recovery Phase,0,0,0,0,19648,0.05
1202,2030-01-15 + 1202 days,Recovery Phase,0,0,0,0,19648,0.05
1203,2030-01-15 + 1203 days,Recovery Phase,0,0,0,0,19648,0.05
1204,2030-01-15 + 1204 days,Recovery Phase,0,0,0,0,19648,0.05
1205,2030-01-15 + 1205 days,Recovery Phase,0,0,0,0,19648,0.05
1206,2030-01-15 + 1206 days,Recovery Phase,0,0,0,0,19648,0.05
1207,2030-01-15 + 1207 days,Recovery Phase,0,0,0,0,19648,0.05
1208,2030-01-15 + 1208 days,Recovery Phase,0,0,0,0,19648,0.05
1209,2030-01-15 + 1209 days,Recovery Phase,0,0,0,0,19648,0.05
1210,2030-01-15 + 1210 days,Recovery Phase,0,0,0,0,19648,0.05
1211,2030-01-15 + 1211 days,Recovery Phase,0,0,0,0,19648,0.05
1212,2030-01-15 + 1212 days,Recovery Phase,0,0,0,0,19648,0.05
1213,2030-01-15 + 1213 days,Recovery Phase,0,0,0,0,19648,0.05
1214,2030-01-15 + 1214 days,Recovery Phase,0,0,0,0,19648,0.05
1215,2030-01-15 + 1215 days,Recovery Phase,0,0,0,0,19648,0.05
1216,2030-01-15 + 1216 days,Recovery Phase,0,0,0,0,19648,0.05
1217,2030-01-15 + 1217 days,Recovery Phase,0,0,0,0,19648,0.05
1218,2030-01-15 + 1218 days,Recovery Phase,0,0,0,0,19648,0.05
1219,2030-01-15 + 1219 days,Recovery Phase,0,0,0,0,19648,0.05
1220,2030-01-15 + 1220 days,Recovery Phase,0,0,0,0,19648,0.05
1221,2030-01-15 + 1221 days,Recovery Phase,0,0,0,0,19648,0.05
1222,2030-01-15 + 1222 days,Recovery Phase,0,0,0,0,19648,0.05
1223,2030-01-15 + 1223 days,Recovery Phase,0,0,0,0,19648,0.05
1224,2030-01-15 + 1224 days,Recovery Phase,0,0,0,0,19648,0.05
1225,2030-01-15 + 1225 days,Recovery Phase,0,0,0,0,19648,0.05
1226,2030-01-15 + 1226 days,Recovery Phase,0,0,0,0,19648,0.05
1227,2030-01-15 + 1227 days,Recovery Phase,0,0,0,0,19648,0.05
1228,2030-01-15 + 1228 days,Recovery Phase,0,0,0,0,19648,0.05
1229,2030-01-15 + 1229 days,Recovery Phase,0,0,0,0,19648,0.05
1230,2030-01-15 + 1230 days,Recovery Phase,0,0,0,0,19648,0.05
1231,2030-01-15 + 1231 days,Recovery Phase,0,0,0,0,19648,0.05
1232,2030-01-15 + 1232 days,Recovery Phase,0,0,0,0,19648,0.05
1233,2030-01-15 + 1233 days,Recovery Phase,0,0,0,0,19648,0.05
1234,2030-01-15 + 1234 days,Recovery Phase,0,0,0,0,19648,0.05
1235,2030-01-15 + 1235 days,Recovery Phase,0,0,0,0,19648,0.05
1236,2030-01-15 + 1236 days,Recovery Phase,0,0,0,0,19648,0.05
1237,2030-01-15 + 1237 days,Recovery Phase,0,0,0,0,19648,0.05
1238,2030-01-15 + 1238 days,Recovery Phase,0,0,0,0,19648,0.05
1239,2030-01-15 + 1239 days,Recovery Phase,0,0,0,0,19648,0.05
1240,2030-01-15 + 1240 days,Recovery Phase,0,0,0,0,19648,0.05
1241,2030-01-15 + 1241 days,Recovery Phase,0,0,0,0,19648,0.05
1242,2030-01-15 + 1242 days,Recovery Phase,0,0,0,0,19648,0.05
1243,2030-01-15 + 1243 days,Recovery Phase,0,0,0,0,19648,0.05
1244,2030-01-15 + 1244 days,Recovery Phase,0,0,0,0,19648,0.05
1245,2030-01-15 + 1245 days,Recovery Phase,0,0,0,0,19648,0.05
1246,2030-01-15 + 1246 days,Recovery Phase,0,0,0,0,19648,0.05
1247,2030-01-15 + 1247 days,Recovery Phase,0,0,0,0,19648,0.05
1248,2030-01-15 + 1248 days,Recovery Phase,0,0,0,0,19648,0.05
1249,2030-01-15 + 1249 days,Recovery Phase,0,0,0,0,19648,0.05
1250,2030-01-15 + 1250 days,Recovery Phase,0,0,0,0,19648,0.05
1251,2030-01-15 + 1251 days,Recovery Phase,0,0,0,0,19648,0.05
1252,2030-01-15 + 1252 days,Recovery Phase,0,0,0,0,19648,0.05
1253,2030-01-15 + 1253 days,Recovery Phase,0,0,0,0,19648,0.05
1254,2030-01-15 + 1254 days,Recovery Phase,0,0,0,0,19648,0.05
1255,2030-01-15 + 1255 days,Recovery Phase,0,0,0,0,19648,0.05
1256,2030-01-15 + 1256 days,Recovery Phase,0,0,0,0,19648,0.05
1257,2030-01-15 + 1257 days,Recovery Phase,0,0,0,0,19648,0.05
1258,2030-01-15 + 1258 days,Recovery Phase,0,0,0,0,19648,0.05
1259,2030-01-15 + 1259 days,Recovery Phase,0,0,0,0,19648,0.05
1260,2030-01-15 + 1260 days,Recovery Phase,0,0,0,0,19648,0.05
1261,2030-01-15 + 1261 days,Recovery Phase,0,0,0,0,19648,0.05
1262,2030-01-15 + 1262 days,Recovery Phase,0,0,0,0,19648,0.05
1263,2030-01-15 + 1263 days,Recovery Phase,0,0,0,0,19648,0.05
1264,2030-01-15 + 1264 days,Recovery Phase,0,0,0,0,19648,0.05
1265,2030-01-15 + 1265 days,Recovery Phase,0,0,0,0,19648,0.05
1266,2030-01-15 + 1266 days,Recovery Phase,0,0,0,0,19648,0.05
1267,2030-01-15 + 1267 days,Recovery Phase,0,0,0,0,19648,0.05
1268,2030-01-15 + 1268 days,Recovery Phase,0,0,0,0,19648,0.05
1269,2030-01-15 + 1269 days,Recovery Phase,0,0,0,0,19648,0.05
1270,2030-01-15 + 1270 days,Recovery Phase,0,0,0,0,19648,0.05
1271,2030-01-15 + 1271 days,Recovery Phase,0,0,0,0,19648,0.05
1272,2030-01-15 + 1272 days,Recovery Phase,0,0,0,0,19648,0.05
1273,2030-01-15 + 1273 days,Recovery Phase,0,0,0,0,19648,0.05
1274,2030-01-15 + 1274 days,Recovery Phase,0,0,0,0,19648,0.05
1275,2030-01-15 + 1275 days,Recovery Phase,0,0,0,0,19648,0.05
1276,2030-01-15 + 1276 days,Recovery Phase,0,0,0,0,19648,0.05
1277,2030-01-15 + 1277 days,Recovery Phase,0,0,0,0,19648,0.05
1278,2030-01-15 + 1278 days,Recovery Phase,0,0,0,0,19648,0.05
1279,2030-01-15 + 1279 days,Recovery Phase,0,0,0,0,19648,0.05
1280,2030-01-15 + 1280 days,Recovery Phase,0,0,0,0,19648,0.05
1281,2030-01-15 + 1281 days,Recovery Phase,0,0,0,0,19648,0.05
1282,2030-01-15 + 1282 days,Recovery Phase,0,0,0,0,19648,0.05
1283,2030-01-15 + 1283 days,Recovery Phase,0,0,0,0,19648,0.05
1284,2030-01-15 + 1284 days,Recovery Phase,0,0,0,0,19648,0.05
1285,2030-01-15 + 1285 days,Recovery Phase,0,0,0,0,19648,0.05
1286,2030-01-15 + 1286 days,Recovery Phase,0,0,0,0,19648,0.05
1287,2030-01-15 + 1287 days,Recovery Phase,0,0,0,0,19648,0.05
1288,2030-01-15 + 1288 days,Recovery Phase,0,0,0,0,19648,0.05
1289,2030-01-15 + 1289 days,Recovery Phase,0,0,0,0,19648,0.05
1290,2030-01-15 + 1290 days,Recovery Phase,0,0,0,0,19648,0.05
1291,2030-01-15 + 1291 days,Recovery Phase,0,0,0,0,19648,0.05
1292,2030-01-15 + 1292 days,Recovery Phase,0,0,0,0,19648,0.05
1293,2030-01-15 + 1293 days,Recovery Phase,0,0,0,0,19648,0.05
1294,2030-01-15 + 1294 days,Recovery Phase,0,0,0,0,19648,0.05
1295,2030-01-15 + 1295 days,Recovery Phase,0,0,0,0,19648,0.05
1296,2030-01-15 + 1296 days,Recovery Phase,0,0,0,0,19648,0.05
1297,2030-01-15 + 1297 days,Recovery Phase,0,0,0,0,19648,0.05
1298,2030-01-15 + 1298 days,Recovery Phase,0,0,0,0,19648,0.05
1299,2030-01-15 + 1299 days,Recovery Phase,0,0,0,0,19648,0.05
1300,2030-01-15 + 1300 days,Recovery Phase,0,0,0,0,19648,0.05
1301,2030-01-15 + 1301 days,Recovery Phase,0,0,0,0,19648,0.05
1302,2030-01-15 + 1302 days,Recovery Phase,0,0,0,0,19648,0.05
1303,2030-01-15 + 1303 days,Recovery Phase,0,0,0,0,19648,0.05
1304,2030-01-15 + 1304 days,Recovery Phase,0,0,0,0,19648,0.05
1305,2030-01-15 + 1305 days,Recovery Phase,0,0,0,0,19648,0.05
1306,2030-01-15 + 1306 days,Recovery Phase,0,0,0,0,19648,0.05
1307,2030-01-15 + 1307 days,Recovery Phase,0,0,0,0,19648,0.05
1308,2030-01-15 + 1308 days,Recovery Phase,0,0,0,0,19648,0.05
1309,2030-01-15 + 1309 days,Recovery Phase,0,0,0,0,19648,0.05
1310,2030-01-15 + 1310 days,Recovery Phase,0,0,0,0,19648,0.05
1311,2030-01-15 + 1311 days,Recovery Phase,0,0,0,0,19648,0.05
1312,2030-01-15 + 1312 days,Recovery Phase,0,0,0,0,19648,0.05
1313,2030-01-15 + 1313 days,Recovery Phase,0,0,0,0,19648,0.05
1314,2030-01-15 + 1314 days,Recovery Phase,0,0,0,0,19648,0.05
1315,2030-01-15 + 1315 days,Recovery Phase,0,0,0,0,19648,0.05
1316,2030-01-15 + 1316 days,Recovery Phase,0,0,0,0,19648,0.05
1317,2030-01-15 + 1317 days,Recovery Phase,0,0,0,0,19648,0.05
1318,2030-01-15 + 1318 days,Recovery Phase,0,0,0,0,19648,0.05
1319,2030-01-15 + 1319 days,Recovery Phase,0,0,0,0,19648,0.05
1320,2030-01-15 + 1320 days,Recovery Phase,0,0,0,0,19648,0.05
1321,2030-01-15 + 1321 days,Recovery Phase,0,0,0,0,19648,0.05
1322,2030-01-15 + 1322 days,Recovery Phase,0,0,0,0,19648,0.05
1323,2030-01-15 + 1323 days,Recovery Phase,0,0,0,0,19648,0.05
1324,2030-01-15 + 1324 days,Recovery Phase,0,0,0,0,19648,0.05
1325,2030-01-15 + 1325 days,Recovery Phase,0,0,0,0,19648,0.05
1326,2030-01-15 + 1326 days,Recovery Phase,0,0,0,0,19648,0.05
1327,2030-01-15 + 1327 days,Recovery Phase,0,0,0,0,19648,0.05
1328,2030-01-15 + 1328 days,Recovery Phase,0,0,0,0,19648,0.05
1329,2030-01-15 + 1329 days,Recovery Phase,0,0,0,0,19648,0.05
1330,2030-01-15 + 1330 days,Recovery Phase,0,0,0,0,19648,0.05
1331,2030-01-15 + 1331 days,Recovery Phase,0,0,0,0,19648,0.05
1332,2030-01-15 + 1332 days,Recovery Phase,0,0,0,0,19648,0.05
1333,2030-01-15 + 1333 days,Recovery Phase,0,0,0,0,19648,0.05
1334,2030-01-15 + 1334 days,Recovery Phase,0,0,0,0,19648,0.05
1335,2030-01-15 + 1335 days,Recovery Phase,0,0,0,0,19648,0.05
1336,2030-01-15 + 1336 days,Recovery Phase,0,0,0,0,19648,0.05
1337,2030-01-15 + 1337 days,Recovery Phase,0,0,0,0,19648,0.05
1338,2030-01-15 + 1338 days,Recovery Phase,0,0,0,0,19648,0.05
1339,2030-01-15 + 1339 days,Recovery Phase,0,0,0,0,19648,0.05
1340,2030-01-15 + 1340 days,Recovery Phase,0,0,0,0,19648,0.05
1341,2030-01-15 + 1341 days,Recovery Phase,0,0,0,0,19648,0.05
1342,2030-01-15 + 1342 days,Recovery Phase,0,0,0,0,19648,0.05
1343,2030-01-15 + 1343 days,Recovery Phase,0,0,0,0,19648,0.05
1344,2030-01-15 + 1344 days,Recovery Phase,0,0,0,0,19648,0.05
1345,2030-01-15 + 1345 days,Recovery Phase,0,0,0,0,19648,0.05
1346,2030-01-15 + 1346 days,Recovery Phase,0,0,0,0,19648,0.05
1347,2030-01-15 + 1347 days,Recovery Phase,0,0,0,0,19648,0.05
1348,2030-01-15 + 1348 days,Recovery Phase,0,0,0,0,19648,0.05
1349,2030-01-15 + 1349 days,Recovery Phase,0,0,0,0,19648,0.05
1350,2030-01-15 + 1350 days,Recovery Phase,0,0,0,0,19648,0.05
1351,2030-01-15 + 1351 days,Recovery Phase,0,0,0,0,19648,0.05
1352,2030-01-15 + 1352 days,Recovery Phase,0,0,0,0,19648,0.05
1353,2030-01-15 + 1353 days,Recovery Phase,0,0,0,0,19648,0.05
1354,2030-01-15 + 1354 days,Recovery Phase,0,0,0,0,19648,0.05
1355,2030-01-15 + 1355 days,Recovery Phase,0,0,0,0,19648,0.05
1356,2030-01-15 + 1356 days,Recovery Phase,0,0,0,0,19648,0.05
1357,2030-01-15 + 1357 days,Recovery Phase,0,0,0,0,19648,0.05
1358,2030-01-15 + 1358 days,Recovery Phase,0,0,0,0,19648,0.05
1359,2030-01-15 + 1359 days,Recovery Phase,0,0,0,0,19648,0.05
1360,2030-01-15 + 1360 days,Recovery Phase,0,0,0,0,19648,0.05
1361,2030-01-15 + 1361 days,Recovery Phase,0,0,0,0,19648,0.05
1362,2030-01-15 + 1362 days,Recovery Phase,0,0,0,0,19648,0.05
1363,2030-01-15 + 1363 days,Recovery Phase,0,0,0,0,19648,0.05
1364,2030-01-15 + 1364 days,Recovery Phase,0,0,0,0,19648,0.05
1365,2030-01-15 + 1365 days,Recovery Phase,0,0,0,0,19648,0.05
1366,2030-01-15 + 1366 days,Recovery Phase,0,0,0,0,19648,0.05
1367,2030-01-15 + 1367 days,Recovery Phase,0,0,0,0,19648,0.05
1368,2030-01-15 + 1368 days,Recovery Phase,0,0,0,0,19648,0.05
1369,2030-01-15 + 1369 days,Recovery Phase,0,0,0,0,19648,0.05
1370,2030-01-15 + 1370 days,Recovery Phase,0,0,0,0,19648,0.05
1371,2030-01-15 + 1371 days,Recovery Phase,0,0,0,0,19648,0.05
1372,2030-01-15 + 1372 days,Recovery Phase,0,0,0,0,19648,0.05
1373,2030-01-15 + 1373 days,Recovery Phase,0,0,0,0,19648,0.05
1374,2030-01-15 + 1374 days,Recovery Phase,0,0,0,0,19648,0.05
1375,2030-01-15 + 1375 days,Recovery Phase,0,0,0,0,19648,0.05
1376,2030-01-15 + 1376 days,Recovery Phase,0,0,0,0,19648,0.05
1377,2030-01-15 + 1377 days,Recovery Phase,0,0,0,0,19648,0.05
1378,2030-01-15 + 1378 days,Recovery Phase,0,0,0,0,19648,0.05
1379,2030-01-15 + 1379 days,Recovery Phase,0,0,0,0,19648,0.05
1380,2030-01-15 + 1380 days,Recovery Phase,0,0,0,0,19648,0.05
1381,2030-01-15 + 1381 days,Recovery Phase,0,0,0,0,19648,0.05
1382,2030-01-15 + 1382 days,Recovery Phase,0,0,0,0,19648,0.05
1383,2030-01-15 + 1383 days,Recovery Phase,0,0,0,0,19648,0.05
1384,2030-01-15 + 1384 days,Recovery Phase,0,0,0,0,19648,0.05
1385,2030-01-15 + 1385 days,Recovery Phase,0,0,0,0,19648,0.05
1386,2030-01-15 + 1386 days,Recovery Phase,0,0,0,0,19648,0.05
1387,2030-01-15 + 1387 days,Recovery Phase,0,0,0,0,19648,0.05
1388,2030-01-15 + 1388 days,Recovery Phase,0,0,0,0,19648,0.05
1389,2030-01-15 + 1389 days,Recovery Phase,0,0,0,0,19648,0.05
1390,2030-01-15 + 1390 days,Recovery Phase,0,0,0,0,19648,0.05
1391,2030-01-15 + 1391 days,Recovery Phase,0,0,0,0,19648,0.05
1392,2030-01-15 + 1392 days,Recovery Phase,0,0,0,0,19648,0.05
1393,2030-01-15 + 1393 days,Recovery Phase,0,0,0,0,19648,0.05
1394,2030-01-15 + 1394 days,Recovery Phase,0,0,0,0,19648,0.05
1395,2030-01-15 + 1395 days,Recovery Phase,0,0,0,0,19648,0.05
1396,2030-01-15 + 1396 days,Recovery Phase,0,0,0,0,19648,0.05
1397,2030-01-15 + 1397 days,Recovery Phase,0,0,0,0,19648,0.05
1398,2030-01-15 + 1398 days,Recovery Phase,0,0,0,0,19648,0.05
1399,2030-01-15 + 1399 days,Recovery Phase,0,0,0,0,19648,0.05
1400,2030-01-15 + 1400 days,Recovery Phase,0,0,0,0,19648,0.05
1401,2030-01-15 + 1401 days,Recovery Phase,0,0,0,0,19648,0.05
1402,2030-01-15 + 1402 days,Recovery Phase,0,0,0,0,19648,0.05
1403,2030-01-15 + 1403 days,Recovery Phase,0,0,0,0,19648,0.05
1404,2030-01-15 + 1404 days,Recovery Phase,0,0,0,0,19648,0.05
1405,2030-01-15 + 1405 days,Recovery Phase,0,0,0,0,19648,0.05
1406,2030-01-15 + 1406 days,Recovery Phase,0,0,0,0,19648,0.05
1407,2030-01-15 + 1407 days,Recovery Phase,0,0,0,0,19648,0.05
1408,2030-01-15 + 1408 days,Recovery Phase,0,0,0,0,19648,0.05
1409,2030-01-15 + 1409 days,Recovery Phase,0,0,0,0,19648,0.05
1410,2030-01-15 + 1410 days,Recovery Phase,0,0,0,0,19648,0.05
1411,2030-01-15 + 1411 days,Recovery Phase,0,0,0,0,19648,0.05
1412,2030-01-15 + 1412 days,Recovery Phase,0,0,0,0,19648,0.05
1413,2030-01-15 + 1413 days,Recovery Phase,0,0,0,0,19648,0.05
1414,2030-01-15 + 1414 days,Recovery Phase,0,0,0,0,19648,0.05
1415,2030-01-15 + 1415 days,Recovery Phase,0,0,0,0,19648,0.05
1416,2030-01-15 + 1416 days,Recovery Phase,0,0,0,0,19648,0.05
1417,2030-01-15 + 1417 days,Recovery Phase,0,0,0,0,19648,0.05
1418,2030-01-15 + 1418 days,Recovery Phase,0,0,0,0,19648,0.05
1419,2030-01-15 + 1419 days,Recovery Phase,0,0,0,0,19648,0.05
1420,2030-01-15 + 1420 days,Recovery Phase,0,0,0,0,19648,0.05
1421,2030-01-15 + 1421 days,Recovery Phase,0,0,0,0,19648,0.05
1422,2030-01-15 + 1422 days,Recovery Phase,0,0,0,0,19648,0.05
1423,2030-01-15 + 1423 days,Recovery Phase,0,0,0,0,19648,0.05
1424,2030-01-15 + 1424 days,Recovery Phase,0,0,0,0,19648,0.05
1425,2030-01-15 + 1425 days,Recovery Phase,0,0,0,0,19648,0.05
1426,2030-01-15 + 1426 days,Recovery Phase,0,0,0,0,19648,0.05
1427,2030-01-15 + 1427 days,Recovery Phase,0,0,0,0,19648,0.05
1428,2030-01-15 + 1428 days,Recovery Phase,0,0,0,0,19648,0.05
1429,2030-01-15 + 1429 days,Recovery Phase,0,0,0,0,19648,0.05
1430,2030-01-15 + 1430 days,Recovery Phase,0,0,0,0,19648,0.05
1431,2030-01-15 + 1431 days,Recovery Phase,0,0,0,0,19648,0.05
1432,2030-01-15 + 1432 days,Recovery Phase,0,0,0,0,19648,0.05
1433,2030-01-15 + 1433 days,Recovery Phase,0,0,0,0,19648,0.05
1434,2030-01-15 + 1434 days,Recovery Phase,0,0,0,0,19648,0.05
1435,2030-01-15 + 1435 days,Recovery Phase,0,0,0,0,19648,0.05
1436,2030-01-15 + 1436 days,Recovery Phase,0,0,0,0,19648,0.05
1437,2030-01-15 + 1437 days,Recovery Phase,0,0,0,0,19648,0.05
1438,2030-01-15 + 1438 days,Recovery Phase,0,0,0,0,19648,0.05
1439,2030-01-15 + 1439 days,Recovery Phase,0,0,0,0,19648,0.05
1440,2030-01-15 + 1440 days,Recovery Phase,0,0,0,0,19648,0.05
1441,2030-01-15 + 1441 days,Recovery Phase,0,0,0,0,19648,0.05
1442,2030-01-15 + 1442 days,Recovery Phase,0,0,0,0,19648,0.05
1443,2030-01-15 + 1443 days,Recovery Phase,0,0,0,0,19648,0.05
1444,2030-01-15 + 1444 days,Recovery Phase,0,0,0,0,19648,0.05
1445,2030-01-15 + 1445 days,Recovery Phase,0,0,0,0,19648,0.05
1446,2030-01-15 + 1446 days,Recovery Phase,0,0,0,0,19648,0.05
1447,2030-01-15 + 1447 days,Recovery Phase,0,0,0,0,19648,0.05
1448,2030-01-15 + 1448 days,Recovery Phase,0,0,0,0,19648,0.05
1449,2030-01-15 + 1449 days,Recovery Phase,0,0,0,0,19648,0.05
1450,2030-01-15 + 1450 days,Recovery Phase,0,0,0,0,19648,0.05
1451,2030-01-15 + 1451 days,Recovery Phase,0,0,0,0,19648,0.05
1452,2030-01-15 + 1452 days,Recovery Phase,0,0,0,0,19648,0.05
1453,2030-01-15 + 1453 days,Recovery Phase,0,0,0,0,19648,0.05
1454,2030-01-15 + 1454 days,Recovery Phase,0,0,0,0,19648,0.05
1455,2030-01-15 + 1455 days,Recovery Phase,0,0,0,0,19648,0.05
1456,2030-01-15 + 1456 days,Recovery Phase,0,0,0,0,19648,0.05
1457,2030-01-15 + 1457 days,Recovery Phase,0,0,0,0,19648,0.05
1458,2030-01-15 + 1458 days,Recovery Phase,0,0,0,0,19648,0.05
1459,2030-01-15 + 1459 days,Recovery Phase,0,0,0,0,19648,0.05
1460,2030-01-15 + 1460 days,New Normal,0,0,0,0,19648,0.05
1461,2030-01-15 + 1461 days,New Normal,0,0,0,0,19648,0.05
1462,2030-01-15 + 1462 days,New Normal,0,0,0,0,19648,0.05
1463,2030-01-15 + 1463 days,New Normal,0,0,0,0,19648,0.05
1464,2030-01-15 + 1464 days,New Normal,0,0,0,0,19648,0.05
1465,2030-01-15 + 1465 days,New Normal,0,0,0,0,19648,0.05
1466,2030-01-15 + 1466 days,New Normal,0,0,0,0,19648,0.05
1467,2030-01-15 + 1467 days,New Normal,0,0,0,0,19648,0.05
1468,2030-01-15 + 1468 days,New Normal,0,0,0,0,19648,0.05
1469,2030-01-15 + 1469 days,New Normal,0,0,0,0,19648,0.05
1470,2030-01-15 + 1470 days,New Normal,0,0,0,0,19648,0.05
1471,2030-01-15 + 1471 days,New Normal,0,0,0,0,19648,0.05
1472,2030-01-15 + 1472 days,New Normal,0,0,0,0,19648,0.05
1473,2030-01-15 + 1473 days,New Normal,0,0,0,0,19648,0.05
1474,2030-01-15 + 1474 days,New Normal,0,0,0,0,19648,0.05
1475,2030-01-15 + 1475 days,New Normal,0,0,0,0,19648,0.05
1476,2030-01-15 + 1476 days,New Normal,0,0,0,0,19648,0.05
1477,2030-01-15 + 1477 days,New Normal,0,0,0,0,19648,0.05
1478,2030-01-15 + 1478 days,New Normal,0,0,0,0,19648,0.05
1479,2030-01-15 + 1479 days,New Normal,0,0,0,0,19648,0.05
1480,2030-01-15 + 1480 days,New Normal,0,0,0,0,19648,0.05
1481,2030-01-15 + 1481 days,New Normal,0,0,0,0,19648,0.05
1482,2030-01-15 + 1482 days,New Normal,0,0,0,0,19648,0.05
1483,2030-01-15 + 1483 days,New Normal,0,0,0,0,19648,0.05
1484,2030-01-15 + 1484 days,New Normal,0,0,0,0,19648,0.05
1485,2030-01-15 + 1485 days,New Normal,0,0,0,0,19648,0.05
1486,2030-01-15 + 1486 days,New Normal,0,0,0,0,19648,0.05
1487,2030-01-15 + 1487 days,New Normal,0,0,0,0,19648,0.05
1488,2030-01-15 + 1488 days,New Normal,0,0,0,0,19648,0.05
1489,2030-01-15 + 1489 days,New Normal,0,0,0,0,19648,0.05
1490,2030-01-15 + 1490 days,New Normal,0,0,0,0,19648,0.05
1491,2030-01-15 + 1491 days,New Normal,0,0,0,0,19648,0.05
1492,2030-01-15 + 1492 days,New Normal,0,0,0,0,19648,0.05
1493,2030-01-15 + 1493 days,New Normal,0,0,0,0,19648,0.05
1494,2030-01-15 + 1494 days,New Normal,0,0,0,0,19648,0.05
1495,2030-01-15 + 1495 days,New Normal,0,0,0,0,19648,0.05
1496,2030-01-15 + 1496 days,New Normal,0,0,0,0,19648,0.05
1497,2030-01-15 + 1497 days,New Normal,0,0,0,0,19648,0.05
1498,2030-01-15 + 1498 days,New Normal,0,0,0,0,19648,0.05
1499,2030-01-15 + 1499 days,New Normal,0,0,0,0,19648,0.05
